Model Part,Pallet Section,Part Link,Display Var,DVar1,DVar2,Sequence,SVar1,Part Toggle,Paralax,PVar1,PVar2,Tmenu Button,Tab Link,,Color Link
Shadow,,,,,,,,,,,,,,,
